Modern Slavery Registry ID,Companies House Number
17854,05832065
10679,03371637
8011,02304195
8620,00734421
8012,01702759
10338,01918150
8013,OC311575
8014,02366640
25855,08537590
9045,05706720
22370,08365110
9401,03525651
22427,00721312
17245,05780177
10246,FC034739
23359,01189068
9373,02453541
28057,01928818
9143,09820760
10929,04502267
8622,06548489
26379,08636122
26877,OC319198
27986,04374752
17366,00134396
17570,02089227
22375,02423388
24233,02853841
18112,OC300172
8016,01870414
8017,00981294
18816,04087902
24599,00972286
21262,05245148
8623,01818486
18925,09414700
10816,00770813
18593,04365513
9070,01644241
18080,06316449
26490,06054624
27053,04350276
17452,OC334398
10717,02059336
27076,SC297001
10648,FC034370
26512,07003774
18213,SC126553
17318,03359379
24068,07582662
17045,04343841
8018,08885072
10563,00082419
16930,00148545
18829,01867610
8019,00222234
10804,03104505
8020,01735454
10849,02147266
21337,00571334
16724,03619145
17571,00446897
23867,02809975
10959,00529086
27696,07074888
8021,NI041410
10954,11606773
23759,00129370
26187,01016269
9647,01325614
10803,03603234
16933,00255476
9824,02548628
10412,00288046
27656,02191240
21487,00774599
27295,03217853
9742,08044368
18811,04642496
24033,10296277
9113,OC303330
17861,02604517
17310,03889552
24034,00392619
22567,04240859
26024,02246643
8023,OC333653
18877,04080435
25924,09425434
18177,04108548
24239,02622111
21774,09115780
8712,09130140
10039,01072921
18293,01056008
8026,01461218
22190,04397197
18807,05997144
9724,11692569
17046,SC121368
8028,03279013
27169,08438686
8624,IP030637
10833,01675790
26290,08752809
26907,05119734
17047,03485614
10654,01439694
21439,SC047359
22191,OC343805
8030,02078726
8625,06059130
22217,04740426
10451,02798901
8844,05993256
21227,03098577
22892,05998346
10430,00861097
8031,00685303
8837,07007965
27113,06740579
21338,00124842
25139,00417484
28535,05777854
8626,02515148
10915,03158026
17049,00238470
8032,02536455
17661,01661935
9389,05149376
22469,04862732
9371,02154540
8628,02495645
8034,02215564
28054,01576522
27268,01509382
10073,NI027394
21440,01534161
9152,01564604
8036,09658062
25138,03352071
9321,02110620
27898,03200517
9337,05048716
8038,00772047
9508,04906284
8040,06306664
21331,02706646
9721,05160050
21592,02797766
8041,SC234781
16796,03672117
22414,03096937
8058,06005074
8988,02015200
10181,06337638
18502,06135104
9587,04098721
18750,10674734
21278,05516221
22132,03919682
17622,05734247
8042,OC303525
16934,01566082
8800,00453448
8043,03033634
26546,01535391
8044,09155890
25417,00314886
8045,01026522
18115,05582239
8046,02328824
27537,00829659
17687,00856633
21398,11660688
26429,08738254
25359,05422373
21149,04433255
8047,00618659
22578,04323959
16753,03968273
9463,02653446
8711,06846362
8050,02906614
8051,03117070
9912,03024622
9913,03014564
16887,02371997
8048,05580634
9893,IP28685R
10247,07548789
22050,08718692
8053,03027453
10942,09802689
18317,02872273
21805,09907561
10467,07118000
17051,02781432
8054,SC242550
8055,03042176
18022,01170489
17810,07320006
8056,00668987
8057,01111151
8901,01397169
17126,03896724
18186,01024322
26834,10443326
26432,09178094
18729,07021816
9595,03752645
10639,05781326
8922,06690189
21083,06901463
8059,05460707
8060,00019457
9340,10073775
21985,02413137
10618,07841452
17819,03017503
16777,02858916
8062,04586941
26830,00876004
17249,01721817
27067,03197756
10343,SC346116
22852,06322818
17251,09516131
18782,10836228
21091,04001868
8064,00001812
9240,06775418
21518,07131120
9421,08609138
8065,RC000710
9931,09866981
17250,00060094
22777,05509015
21117,06404270
17326,04005400
10644,OC337278
16668,02694983
17455,04316977
8066,10528961
17898,02366324
17054,00671099
9339,05906053
22080,00497691
26814,00252966
21308,00561428
17257,02218034
18159,08428819
27801,05017828
8067,00229121
8068,03482228
17747,08615796
10722,08260702
22044,01585669
8069,02573819
22239,05498655
8127,04655675
22659,01491097
19016,05889629
28099,08572925
8070,06043039
18448,03045495
10791,02992795
17395,01010230
8072,01753882
8073,03140769
16655,01070731
9569,04849594
9747,01000403
17256,00308273
22227,00588569
8074,03505831
18214,00406809
22719,07316555
22718,07399345
17796,01226337
17456,06262884
21357,00082548
28597,NI015561
8077,04666282
16824,02699638
22583,08159409
10576,02770940
21443,04791094
8630,06270876
10184,07344884
17457,02951661
18761,09264558
17264,SC180976
21070,00665376
17055,04257461
21766,03120645
8081,04710622
8082,08397584
10554,03914762
8860,06926381
8083,03120010
9099,04281782
8079,11410282
9997,05415757
8084,02877315
17396,07630662
10607,00963087
8699,OC303620
17576,06903140
18118,09893219
8085,04341532
9208,01063450
8086,IP031240
9251,01791760
18135,03117150
22881,01990614
22494,NI044110
8096,05488515
16726,00722004
10556,02655347
8951,02746616
17252,06750854
17749,09457025
28207,FC032099
17797,01120384
21106,05882395
17056,00290604
8088,00082932
9612,04586709
8865,01589961
10753,SC077438
8089,01106260
8090,00249688
9350,01210595
8631,05393279
17076,00825828
10093,07898268
21470,02863553
21061,08798205
8091,11300921
8092,01617971
8700,SC030343
17057,05169780
22473,04965155
9446,00653648
22096,08838504
22632,03981256
21265,05696250
10322,00434724
8093,02955734
8094,OC317402
22482,01502259
27118,09373430
8880,03284871
17272,01179968
16669,03632492
8098,05385882
8099,00222915
21962,00315760
9812,04296795
26506,03484692
28334,OC380935
26557,05230353
28208,01847615
22076,04985069
9805,00720944
10478,02869014
16863,OC309402
10755,06426485
17313,11584930
9926,04526207
17913,00572008
10865,05576465
8103,00719885
8104,04035248
8632,03731570
17128,00636095
17577,03190863
21238,01869298
8740,SC028565
28264,04943656
8106,01749877
27300,02915858
17160,SC013418
9743,07394406
18637,00227266
9119,02087139
21468,01812213
8108,SC060077
18043,03956083
8107,01735075
18413,01437928
17397,01067101
17086,02767941
9493,03277921
9739,00100674
28063,03312220
16798,00872110
27515,00972252
17260,00518594
17811,02436481
21236,02207729
10519,00539607
8112,01216941
8111,08904664
17579,03522604
8952,01003142
10432,03291151
9342,08167130
18275,04556499
27170,06689316
8115,SC177939
18540,05338907
9452,02874696
8116,01442187
27093,02393175
9036,06127279
9150,00578327
22452,05291694
8634,02790915
9847,06658063
21430,01072854
18233,03570702
8075,SC045551
8119,RC000456
10933,RC000487
8122,AC000246
10004,08680755
9285,RC000532
8473,OC361361
18023,00256574
8125,02578443
9462,02087786
9369,06711794
8953,02339826
17059,03761340
9624,05924823
9614,04966967
9882,02558971
17669,01700991
10470,00166447
10359,03508897
21888,01352763
9650,OC305288
19058,IP27981R
8839,02858400
8128,02790818
16826,04016333
18608,05207393
17398,00178738
17691,02086230
27987,03258089
8129,02867432
9361,03666780
27315,04328552
17263,03517613
18066,SC120673
18494,03002645
17368,05818940
17348,01019474
17060,01583757
8130,01884237
8131,04423991
17580,00052099
16645,00687816
17061,01859428
16915,04555691
9214,00156737
8132,05747720
16876,03644452
9616,02387080
18859,10974661
8135,07920155
8693,07638220
18053,04198899
8637,FC031721
16827,01190039
19005,OC415438
18067,02344610
26485,01426887
9490,08804263
8136,02231246
9303,01017514
18276,03947832
26969,01335211
17062,01218445
9013,03279730
21065,03291592
9793,10645816
26773,02921283
18004,00074096
27871,02605817
17265,02020414
26513,01217165
9094,03086621
17606,03116767
18751,08520776
8840,05972910
8142,03235830
8143,10098756
16639,03760267
16854,00980142
21392,02248870
9866,08700698
17330,03144067
8638,OC329859
17121,02949913
7812,01316437
9651,10499457
17064,02202838
22849,02170847
8639,02122174
18234,03847737
10772,00579488
22760,02620081
28579,00831017
28578,02173954
17581,02450519
8145,00826179
18771,07120364
17501,02148950
17582,00556493
22576,03462552
8882,00383914
9402,00662746
26405,07697132
8148,00701339
8149,03909886
16901,07048715
17065,SC379625
8889,06536543
10723,02577009
18766,08021929
8151,02513009
9677,SC039434
21306,SC045152
10284,SO303961
10290,01425565
22798,SC141011
10341,00189141
17267,SC262153
22371,SC005453
8154,SC042020
8155,SC132061
8156,00958001
10041,SC294924
8157,SC207004
8158,SC101787
21284,02548299
16870,03006378
16780,01251716
10904,05161289
8747,02675207
16893,06055271
26511,02591188
16670,03527858
17461,07687905
8160,06106237
19039,04084804
21429,00331909
8640,02259954
9676,02585807
21740,07924407
21505,06064259
22501,04586150
8161,00541132
17752,SC346167
8641,01146486
18981,07023586
27832,00297265
21410,08461555
8642,09069216
18216,02303330
7248,01669057
22631,05309114
10083,00167591
28368,03639819
16869,03765319
21264,01032911
21652,07457131
9750,02605313
21467,02729801
17891,08958577
8164,03505859
8165,01002607
16728,06597058
10573,04168336
8166,04636301
8643,00282772
17686,02523629
22204,05131528
9083,02048608
22256,07242636
16937,02641313
10463,09020006
17498,07011445
8842,OC378740
8172,01721262
8644,02366619
17122,00525842
17862,00947360
22767,09670387
10641,00964058
10891,01193985
8175,01999238
8176,OC319029
21260,02171783
17072,08460577
18971,SC520418
21860,04729760
8178,08060689
22488,07685430
9879,00388466
16938,05391089
8179,04513210
18237,03998831
8180,01391731
17271,03570048
8183,SO300895
21122,00653663
8184,00138256
8185,IP16442R
26884,05704320
10552,02968830
10630,10670924
22301,07517842
8186,SC087947
22084,05119257
18369,OC400773
8189,OC374987
8190,04663281
9111,NI001062
18802,01064271
22303,06372830
22626,03319466
22392,10253129
10375,02465263
10319,02180851
22391,00016033
8192,00727817
28022,08612108
10380,03724899
10383,02715385
17314,09358440
9772,03768979
10757,00998314
8193,00226822
22125,03000514
17464,07525259
10019,FC029579
8194,06468227
10302,00117952
28584,10513169
21156,03341900
8196,OC352713
8197,02147887
21388,09619906
8199,05286419
10863,00847721
10555,00153026
10418,01037999
9652,03242331
18737,01342890
22325,02645817
22388,03816616
10061,04866747
17625,09736648
8201,00566823
16634,03450786
18095,05871668
8983,07473012
9095,00784752
26646,04138778
21428,07777261
27711,10977311
8204,00535683
26428,00785646
8205,00943156
22278,03880506
8206,06538090
10269,SC344695
8208,03994598
8778,SC367563
27694,02837911
10079,05618472
9695,06421189
16865,01314601
21112,01352967
26851,02365886
8209,05558259
8955,00324357
8210,04533948
26503,00091566
21179,00962846
21076,04944274
8211,00137013
18024,03485838
17812,06051517
16745,02648720
9487,03062722
9548,01318267
17069,01549201
10550,03596854
8645,03300821
8213,02987170
18086,03990967
18626,01778734
8214,02174990
17903,02109168
26799,02753531
26841,05101442
27046,01555887
21168,09998874
9576,08033357
10444,02767184
16884,03366192
18995,OC327862
10622,02548025
8215,02846429
8216,01299452
8218,09608658
9320,02096520
16732,01454835
21295,04077975
22374,01437998
10422,00874867
26891,03295054
22613,06343600
18365,00053301
16874,04328069
16904,01579718
16778,02679874
10649,06997401
22587,10552443
8884,IP01591R
9832,IP031055
9601,02366670
17070,04963083
8646,04982132
26873,07599308
8220,04295398
8224,IP031411
22447,02660562
10830,02186490
21432,00634226
10048,SC431036
21513,03393853
9988,01056769
8147,01428210
17071,07612649
21699,00208641
8225,02025003
21170,02394603
18568,02431337
21252,03566725
8226,00927680
9561,06740881
8227,06979438
17602,00703962
10259,09072808
18732,07201157
9332,03290610
22038,05245070
8228,00596337
10449,09084066
26875,00470893
17465,05663660
16805,07621282
18825,02204085
8229,06035106
18689,06436047
26474,03720378
18781,04296959
8899,00785998
22581,SC031286
8230,OC325630
27732,08528951
8232,01804186
8233,03110911
8234,OC335584
17274,OC320275
8235,07638893
26382,06373652
8236,SC117119
21776,00676451
18546,03824088
26958,09381613
8237,05735966
8238,04234499
17068,00672274
8961,00349201
9497,02174052
9758,05268636
8247,SC100764
10650,02589750
17586,02255588
8779,00966425
8248,SC286832
8249,05764165
18321,00686996
8250,02263795
9751,00332098
8762,04112423
9038,02431656
8252,01331299
10335,00107021
28336,02235950
22372,00201097
27749,01697123
8254,01883830
16935,03738136
10962,04169969
17863,09206478
10482,00061135
24026,09738102
8258,OC373597
8259,06776973
16734,05366378
27124,SC054090
8260,OC329883
8261,03805979
16617,03719559
21421,01463301
8244,RC000601
9925,06951765
18142,05977277
16735,08687223
18572,00099885
8264,02658501
8771,FC029833
9986,04063158
8266,SC161193
18493,05935581
17921,03998372
8267,03709861
8268,02275441
22559,06987598
17468,SC062092
9491,03165882
17073,03901222
10815,SC273779
18267,04269401
18302,04120482
17074,03647235
17110,03108030
9474,05622016
10328,04316695
9384,08148663
8269,05734547
8271,02291198
17075,06987163
22273,02238115
21257,03073407
8273,02594323
8274,01885117
17469,03166149
9620,04684034
8277,03189630
17587,02368123
10491,00959082
9510,03010238
10797,03363032
17761,00675320
22351,02875114
26396,01470134
9069,08731541
18218,00548296
17614,01674987
10619,00807043
8278,07063562
27663,02006494
9760,09411297
8279,02292621
18295,01565953
17275,01916260
18796,03803995
9867,02447875
9635,03246133
8281,00768587
28612,00069494
10584,06748892
17399,01752881
10625,00123414
26845,04507008
10533,02237772
28350,SC375341
8287,00832994
8288,04499819
22437,03950873
9567,00756681
8290,00509585
16828,00562269
17672,00168966
17866,00868875
8293,01740011
28385,06015644
9314,02710846
10822,09630775
17806,07433794
28124,06387173
8294,02668919
17281,03227061
9539,00098381
16618,03784800
21272,08177711
8650,03383212
21015,02883766
8861,01863311
28103,04303303
17904,00133886
10072,00340508
17309,03957748
16674,01667869
8330,04057938
8733,07318607
9535,IP031041
22877,01661824
9727,03638034
10793,03362860
28064,09554939
21167,03241253
17292,03043304
10759,07105891
21524,06347960
26912,00463530
17626,00616818
17077,02025064
8651,01208137
8295,03289148
21146,05826464
8297,05272339
19043,FC025271
10424,03019950
8298,05957565
8933,02016440
8299,00076535
27182,07705676
21185,01295681
9010,OC322935
8653,00296805
17078,06622104
8300,01380731
17987,02766990
21427,01006630
18709,02160991
27726,07469362
8301,02567667
10027,08898250
18161,06069919
28577,OC302604
17763,05059906
17673,04129617
22276,09909709
8655,02782468
17289,04816673
18623,08442383
10606,08112863
8656,03393836
8304,03263464
10773,01743099
22446,02138407
8306,00703317
16943,02060289
8308,04118370
21215,02796345
19024,05300693
21244,04627477
8310,02186417
22307,02748033
10416,03928202
9495,03909395
8311,00250915
21809,SC362352
17589,04789703
28646,06239196
18126,03582151
17282,04780736
8802,00445790
21309,06141077
8312,02305786
9972,00302461
10238,11550291
9367,00868273
9625,IP17375R
8315,02366661
10227,06666091
18704,00869514
18856,10706477
17151,03804617
17112,05551907
8317,OC352581
26890,02290665
10090,FC014346
10051,00010340
21114,02345397
9027,00006005
27318,07814568
18826,01163954
26675,04508763
27771,03425917
17829,07944160
10926,02201998
18371,02642807
16815,08116706
17905,05702342
7386,00294940
9224,00227590
7434,02719699
17430,02867838
18075,06864339
7512,IP031693
17728,SC062328
7555,04140621
21472,IP25862R
16883,03900677
8318,00245345
7691,01501275
18402,10488990
28199,00531793
7769,SC283168
10553,IP19025R
28331,08863410
7880,03127814
10549,00112955
26547,00171912
10677,00505456
7951,04352737
22663,06418630
8319,09271387
10076,02913491
17371,02699577
9853,02431977
10475,05322278
10529,08586229
26961,06895443
17287,SP2450RS
9769,07547124
8105,IP030938
17261,02161874
17258,01293566
8153,06706464
22731,NI651529
8320,01802101
17083,03508646
8200,05801688
8649,01022506
8325,05536038
21689,00022215
9117,00530051
7007,00146087
21402,02998082
27542,06557400
17305,RS008067
27149,10301555
18537,07123442
17591,RS007522
8719,SC223362
8321,00244751
8322,06091951
21433,01879630
8657,FC021864
9309,01995666
17755,00360922
22639,03308698
26592,SC028747
9741,00235815
21231,00532879
21175,03074026
8324,00174706
21969,10451113
21968,04091535
19001,00573204
18219,00492217
22611,05513039
22543,05310718
10724,00387579
16931,02662632
8658,04010883
18296,03643117
18575,01421337
9636,00990202
8328,SC016360
10017,08741768
8659,00053626
16742,03115253
17918,04841830
8329,00675216
18533,08570225
18089,03556917
10568,02212225
16773,01802721
21040,10866260
21401,02480571
8331,05022675
17284,05648039
22159,05693106
9239,03891836
18374,06058166
18026,01628530
8660,IP28687R
28662,02923252
10446,02450574
27544,00990667
17286,04905253
9516,05054176
10499,03213782
17675,01505380
18249,09818726
17341,02625079
21060,09483417
8662,02243329
10548,04124726
8335,05061181
16678,01722136
9589,06383648
8996,00553535
8336,00057186
22288,02728742
21507,05034988
17764,08451873
9479,02303591
8338,00916634
8337,02299961
9910,00699993
17783,02352348
9643,04843255
8339,03674104
9638,03170433
9108,OC308896
9047,05807599
10882,SC193766
10721,04372081
17124,02365523
17080,03912826
21979,03430877
8341,04831118
16738,02737924
9828,03846791
22474,07599425
18162,02749273
8342,03399634
22839,05983127
26823,05868101
8343,06745516
21259,08506758
10286,01067991
22863,11504751
8817,00972175
8344,01985596
17864,04853546
8345,OC336962
8994,00824821
17372,02769279
8346,01568937
17766,02355933
18485,10566360
22562,08146258
10465,07897267
26966,01796305
21134,03974669
17474,04128850
17081,09536638
10615,IP17133R
8347,01919797
17674,03487308
8349,02683033
27087,06649750
8350,05231558
21902,02271587
10899,05352888
8351,02138263
16886,03142272
18117,01705039
27332,02978875
17865,00291738
9980,OC337852
9697,03930846
10285,01160907
22354,00307579
17288,03011034
8663,SC095237
18048,02499642
22450,04492402
26837,02776516
27328,OC420831
21649,03720346
17370,01668706
17768,02657093
10782,00087249
17769,02170755
8665,00608077
17290,SC032176
10761,03919249
18006,05459713
9355,01332249
18156,SC027900
8354,06468643
18045,00439684
10008,03864648
8356,03224488
9674,02748952
17100,04083397
9209,06917014
8357,03859442
26502,07653064
16882,00961098
17291,05550878
8805,02806007
8358,05573418
17770,10557457
17826,04339626
26831,06937891
10575,03444614
9221,01546400
9219,02035362
9222,01501299
8360,02737300
22161,00209905
18238,02159182
21375,02886891
18240,02832874
22761,07619797
8364,02742081
17594,03480710
17914,02072001
8365,NI649216
8366,06330639
10271,NI022358
8367,02521249
22412,01625575
28402,11047761
8368,02830397
8692,01765701
22561,06969639
16616,SC192044
27222,03038275
18127,03428184
10666,07155448
26832,01590739
27185,06302201
17677,05903714
8369,00041424
17504,01994997
18734,02796628
18119,02163867
26805,01826635
16867,02506007
17084,01683912
17610,09187624
9502,NI605189
22753,NI605353
22454,10684998
10179,00549690
8371,06559020
26479,SC224822
9201,03199160
18810,07324383
19018,00950138
22774,00860235
8375,01167127
8362,RC000631
8377,RC000644
9531,RC000645
8378,RC000648
8815,04740553
8374,06033238
18362,03079282
9293,RC000649
9254,RC000651
8381,RC000652
8382,06023243
8667,00986729
9242,RC000654
8384,RC000656
10210,RC000658
8385,RC000659
9271,RC000661
8386,RC000797
8388,RC000664
8826,RC000665
10781,RC000667
9274,RC000668
8391,RC000669
8393,05078498
8394,RC000671
8395,RC000672
8397,SC148203
8398,RC000678
9275,00977818
8399,RC000679
9837,10469103
8400,00983768
9484,05432142
17476,04368529
27823,02844616
10870,05016028
10957,01933173
10646,SC149799
10872,07018444
8402,03588422
8895,01022786
17089,00517333
17786,04084246
17926,00730577
21219,01124359
10049,05795168
8403,04847763
9488,04594421
16799,05849580
10264,06858428
21173,05861786
21069,00365230
17374,01247768
10855,05438914
17262,08894039
17774,08566216
21154,07541674
10932,07688691
22330,02782532
8405,02590521
19025,07243412
26501,01805156
8406,02558509
17827,00558526
21420,01293674
21016,SC079773
10385,03562487
10384,04087989
17402,06356813
17772,00275607
21913,00135767
9202,01341840
8407,03418970
26644,SC009798
10038,01626563
10892,SC070286
9978,04015584
22068,05689256
22549,01669496
16855,02602824
18028,OC392918
22394,07462140
21194,02776038
8680,07728211
19038,05984855
17090,00066076
8410,08217766
8411,SC085045
26543,NI003708
22173,09498868
19037,SC092026
8412,05741473
23231,07139521
10152,OC337242
9566,FC032902
10228,06517802
9189,00282204
8415,02793780
22275,01283655
8416,02295904
10512,08804424
22085,01849408
19035,01220776
22201,09110951
9165,03448441
9100,01600117
8417,05466033
9101,01873815
19034,02591237
8418,03087587
24680,01070953
18865,03160887
10002,04739786
16746,05210127
18603,05367355
9979,02189907
10236,06603416
22246,01012146
19033,06544254
22197,05933141
8420,05748812
8896,00227691
8708,03865177
10559,RS007544
16944,05812979
9920,02682271
17375,06119036
8422,01833679
28091,00229550
8423,01551970
10678,04142508
21363,01565241
9316,02576295
9411,00158956
18366,04930080
9700,01179305
9305,00514809
8424,09041571
10393,02281044
28048,SC086323
10856,02190944
10720,00496634
26900,02215899
8425,04250960
8426,00481833
21318,03821218
22550,04250061
26993,05982899
21517,02422728
9154,00418878
22551,01932827
18525,00327847
17342,01131530
8709,SC015288
28651,05899173
17680,03985372
8427,00137552
9703,NI000166
17343,00171167
21317,03237591
10518,00295393
22185,05504581
8430,RS007530
9637,05046791
22117,01378601
10832,00818974
17778,00061880
8432,OC338981
18030,SC063233
9186,05246622
8434,04015633
21332,00888236
18857,09927306
21213,00340309
18479,00352437
18843,SC093685
16903,02707042
21760,00425545
9728,IP19225R
8435,00178711
18007,03366976
26747,01434575
16680,00259661
22385,01432090
18223,01004816
8437,02790412
18010,04431046
10811,09134090
8438,11663618
17294,05542221
16913,00428931
21743,09297208
8440,02188844
8684,00610095
9905,01824828
8442,00104194
18738,02642521
27253,04220636
18745,10410232
8443,02263148
17129,01755958
10505,06374235
16942,02872512
8444,NI013845
7444,IP29336R
10658,01100044
17479,SC325435
28128,08300601
16743,07964787
9236,00267687
8445,OC326117
10762,SC002934
21105,03147949
10689,00793416
8446,02711000
27082,03125962
8447,03419514
8448,05852727
17297,04946078
16744,03671447
26542,02937952
8451,04633911
18518,02457125
8452,02366648
21205,03443712
8454,05149939
22207,06432224
27691,03359843
17818,01816587
22324,03007940
9188,06232914
9444,02479672
18297,NI025833
8455,09223384
18489,00475557
27967,02383761
10406,00303523
27204,03912122
17301,00066516
9584,IP26278R
8457,00044394
8903,03967650
10082,03353584
10520,05357857
9218,04995370
18033,02639050
19019,01820489
10217,08284241
21209,08445070
8458,OC312251
9194,01163829
17298,03866672
8459,SC426094
8969,00106725
8461,01514754
8460,04417047
8956,00029423
9547,01869220
27205,03169129
10846,08029529
17299,03848973
21275,05999991
27209,09697390
10783,SC138829
17598,NI018140
8462,02319237
21679,00465899
18444,05269846
9403,05202036
17788,00139599
9326,05299520
9190,01059267
8463,00178605
9035,00026233
17303,OC370220
16921,00365335
10274,00387583
18516,03619027
21137,00116865
22475,08871077
8464,02616280
8465,04212563
18091,02513251
27208,08476364
22471,00853661
18522,08012215
18523,01297497
18236,02119266
16710,01757853
17315,SC612321
28351,00181116
17378,04118020
9870,03015847
10871,02269560
8466,04178808
8467,OC334359
17379,02929097
27545,03527331
8993,08719455
8469,04135363
17094,05435379
8894,OC310991
8472,03579104
8471,OC301149
8881,07441756
8474,IP28654R
8794,00358949
21143,00260082
9617,07704460
16683,02292251
8475,05835570
17304,02071596
8476,00636445
10218,OC317661
10704,SC083339
8686,10118169
22415,05455052
18739,05572129
9843,06523178
28645,09182271
18121,03943678
8478,02041612
22586,02754745
17781,05022388
17127,08514184
8786,NI010853
8687,03831143
27207,08478860
27117,06799478
17306,SC007906
17096,00526954
10510,10489435
8481,01383511
17505,00480127
27882,00504927
18869,06805116
22255,06548649
8483,01869543
10479,00751654
8484,02704051
21286,08198590
10507,06905420
21271,07853042
18441,02051703
8487,SC286421
8488,05046877
26213,08279139
17681,01825037
10481,04404208
18031,09415174
8489,01508951
9404,03818176
17480,00288238
18600,01937745
18471,05306145
9552,01283809
8997,03370524
8493,05200072
21351,OC328382
8688,OC322580
8496,02366682
8676,04498683
10032,02666908
8497,03607311
8498,03751665
8492,05076256
8499,IP030666
18324,02886196
8500,08275588
9241,09148392
22736,10004236
18854,02548297
22860,03749443
18325,03726666
17097,SE000078
10589,06028406
27166,10196807
27165,09905508
21217,04145121
10906,SC075133
8503,08116609
18298,SC069596
17600,06074771
28247,10624955
8907,02714645
24145,09005884
21764,03060232
